Date|Website|Author|Title|url|Archive|Language
6/10/2017|Medium - Personal|Tariq al-Shammari|Britain Sounds a Warning to Washington|https://medium.com/@TariqAlShammari/britain-sounds-warning-to-washington-5b7a730775be|https://archive.is/VxpCH|English
6/19/2017|Modern Ghana|Brian H. Hayden|A Qatari Punch of Britain in the Face of Trump by Tariq al-Shammari|https://www.modernghana.com/news/783206/a-qatari-punch-of-britain-in-the-face-of-trump.html|https://archive.is/ziOZW|English
6/19/2017|Sudanese Online|Tariq al-Shammari|A Qatari Punch of Britain in the Face of Trump by Tariq al-Shammari|http://sudaneseonline.com/board/15/msg/A-Qatari-Punch-of-Britain-in-the-Face-of-Trump--by-Tariq-al-Shammari-1497831822.htm|https://archive.is/n51eB|English
6/21/2017|Modern Ghana|Brian H. Hayden|Saudi Arabia’s interventionist policies and solidarity with Israel like UAE destroy Muslim unity|https://www.modernghana.com/news/783687/saudi-arabias-interventionist-policies-and-solidarity-with.html|https://archive.is/MIWlk|English
6/21/2017|Modern Ghana|Brian H. Hayden|Saudi Arabia’s bribe to ICAO for suspending Qatar’s voting rights|https://www.modernghana.com/news/783723/saudi-arabias-bribe-to-icao-for-suspending-qatars-voting-r.html|https://archive.is/CJw6n|English
6/21/2017|WN|Tariq al-Shammari|The production of 20 percent of America’s arms deal with Saudi Arabia by the RAFAEL in Israel|http://u.wn.com/2017/06/21/Ambassador_of_Qatar_to_US_says_no_worry_about_the_United_Sta/|https://web.archive.org/save/http://u.wn.com/2017/06/21/The_production_of_20_percent_of_America_s_arms_deal_with_Sau/|English
6/21/2017|WN|Tariq al-Shammari|Ambassador of Qatar to US says no worry about the United States|http://u.wn.com/2017/06/21/Ambassador_of_Qatar_to_US_says_no_worry_about_the_United_Sta/|https://archive.is/qsEo6|English
6/21/2017|WN|Tariq al-Shammari|The production of 20 percent of America’s arms deal with Saudi Arabia by the RAFAEL in Israel|http://u.wn.com/2017/06/21/The_production_of_20_percent_of_America_s_arms_deal_with_Sau/|https://web.archive.org/web/20170919205222/http://u.wn.com/2017/06/21/The_production_of_20_percent_of_America_s_arms_deal_with_Sau/|English
6/21/2017|WN|Tariq al-Shammari|The U.S. President Donald Trump congratulated Mohammad bin Salman|http://u.wn.com/2017/06/21/The_US_President_Donald_Trump_congratulated_Mohammad_bin_Sal/|https://archive.is/2BUWM|English
6/22/2017|Modern Ghana|Brian H. Hayden|Saudi Arabia: Emir of Qatar has relations with Israel, Palestinian and terrorist groups|https://www.modernghana.com/news/783981/saudi-arabia-emir-of-qatar-has-relations-with-israel-pales.html|https://archive.is/o5Y5V|English
6/22/2017|China Daily Blog|Tariq al-Shammari|A Qatari Punch of Britain in the Face of Trump by Tariq al-Shammari|http://blog.chinadaily.com.cn/blog-2555474-38722.html|https://archive.is/G2EWM|English
6/25/2017|WN|Tariq al-Shammari|Mohamed bin Salman Succession; Beginning of Secularism in Saudi Arabia|http://u.wn.com/2017/06/25/Mohamed_bin_Salman_Succession_Beginning_of_Secularism_in_Sau/|https://archive.is/FNQu9|English
6/28/2017|China Daily Blog|Tariq al-Shammari|Mohamed bin Salman and Saudi Arabia's 2030 vision|http://blog.chinadaily.com.cn/blog-2555474-38751.html|https://archive.is/ZKGFd|English
6/28/2017|Qaran News|Tariq al-Shammari|A Qatari Punch of Britain in the Face of Trump by Tariq al-Shammari|https://qarannews.com/a-qatari-punch-of-britain-in-the-face-of-trump-by-tariq-al-shammari/|https://archive.is/t7ugj|English
6/29/2017|Hornafric Media|Tariq al-Shammari|A Qatari Punch of Britain in the Face of Trump by Tariq al-Shammari|http://www.hornafric.com/?p=19327|https://archive.is/9HsUq|English
7/2/2017|Medium - Personal|Marcelle Geroux|Some Arab Nations ask FIFA to Replace Qatar as 2022 World Cup Host|https://medium.com/@m.g.soasuni/some-arab-nations-ask-fifa-to-replace-qatar-as-2022-world-cup-host-1922f726495f|https://archive.is/ZWMCv|English
7/5/2017|WN|Tariq al-Shammari|British former PM unveiled the plan of his country to spread Takfiri Cult|http://u.wn.com/2017/07/05/British_former_PM_unveiled_the_plan_of_his_country_to_spread/|https://archive.is/xA2de|English
7/6/2017|Open Democracy|Tariq al-Shammari|Is the quarrel between May and Trump to blame for the Qatar Crisis?|https://www.opendemocracy.net/is-quarrel-between-may-and-trump-to-blame-for-qatar-crisis|https://archive.is/Z0MJP|English
7/9/2017|WN|Tariq al-Shammari|Al-Ghannouchi: Qatar Crisis, A War of Extremism, Dollar, and Zionist against Islam|http://u.wn.com/2017/07/09/AlGhannouchi_Qatar_Crisis_A_War_of_Extremism_Dollar_and_Zion/|https://perma.cc/37H3-2TGN|English
7/10/2017|Medium - Personal|Tariq al-Shammari|A coup plot against Mohammed bin Salman by Mohammed bin Nayef and some senior CIA officers|https://medium.com/@TariqAlShammari/a-coup-plot-against-mohammed-bin-salman-by-mohammed-bin-nayef-and-some-senior-cia-officers-7f2bc0101620|https://archive.is/y14fq|English
7/10/2017|WN|Tariq al-Shammari|A coup plot against Mohammed bin Salman by Mohammed bin Nayef and some senior CIA officers|http://u.wn.com/2017/07/10/A_coup_plot_against_Mohammed_bin_Salman_by_Mohammed_bin_Naye/|https://web.archive.org/web/20170919211907/http://u.wn.com/2017/07/10/A_coup_plot_against_Mohammed_bin_Salman_by_Mohammed_bin_Naye/|English
7/11/2017|Politics Means Politics|Marcelle Geroux|The Middle East’s future: US, Saudi Arabia and ISIS, three key players.|https://politicsmeanspolitics.com/the-middle-east-future-us-saudi-arabia-and-isis-three-key-players-proposing-a-peace-plan-e9976968b094|https://archive.is/VZt1k|English
7/11/2017|Fair Observer|Tariq al-Shammari|Britain Sounds a Warning to Washington|https://www.fairobserver.com/region/europe/britain-theresa-may-donald-trump-arab-world-news-gcc-gulf-news-87458/|https://archive.is/gHmUV|English
7/13/2017|WN|Tariq al-Shammari|Withdrawal from the GCC; Qatar Threatens.|http://u.wn.com/2017/07/13/qatar_threatens_to_withdraw_from_gulf_cooperation_council/|https://archive.is/Lm31j|English
7/13/2017|WN|Tariq al-Shammari|The Dismissal of Mohammed bin Nayef because of the coalition of Mohammed bin Zayed and Mohammed bin Salman|http://u.wn.com/2017/07/13/The_Dismissal_of_Mohammed_bin_Nayef_because_of_the_coalition/|https://archive.is/HNR7f|English
7/16/2017|247 ureports|Tariq al-Shammari|The Coup Domino Plot of Trump for the GCC – By Tariq AlShammari|https://247ureports.com/2017/07/16/the-coup-domino-plot-of-trump-for-the-gcc-by-tariq-alshammari/|https://archive.is/MycPD|English
7/16/2017|Buzzfeed|Tariq al-Shammari|To FIFA, Six Arab States Call For Rejecting Qatar As 2022 World Cup Host|https://www.buzzfeed.com/tariqalshammari/to-fifa-six-arab-states-call-for-rejecting-qatar-32ru4|https://archive.is/P6kmj|English
7/16/2017|Qaran News|Tariq al-Shammari|To FIFA, Six Arab States Call for Rejecting Qatar as 2022 World Cup Host|https://qarannews.com/to-fifa-six-arab-states-call-for-rejecting-qatar-as-2022-world-cup-host/|https://archive.is/sIze4|English
7/16/2017|WN|Tariq al-Shammari|To FIFA, Six Arab States Call for Rejecting Qatar as 2022 World Cup Host|https://article.wn.com/view/2017/07/16/To_FIFA_Six_Arab_States_Call_for_Rejecting_Qatar_as_2022_Wor/|https://archive.is/S5PAL|English
7/17/2017|WN|Tariq al-Shammari|Trump’s Coup Domino in the Gulf Quickly Goes Over the UAE|http://u.wn.com/2017/07/17/Trump_s_Coup_Domino_in_the_Gulf_Quickly_Goes_Over_the_UAE/|https://archive.is/kp6Z0|English
7/18/2017|Medium - Personal|Marcelle Geroux|Wahhabism vs. Muslim Brotherhood: Qatar Crisis Opens Old Wound|https://medium.com/@m.g.soasuni/wahhabism-vs-muslim-brotherhood-qatar-crisis-opens-old-wounds-9c7ebfd5b996|https://archive.is/6G3Jw|English
7/19/2017|Buzzfeed|Tariq al-Shammari|Indian PM Criticizes Pakistan And Saudi Arabia For Supporting Terrorism|https://www.buzzfeed.com/tariqalshammari/indian-pm-criticizes-pakistan-and-saudi-arabia-for-32ru4|https://archive.is/e8cCX|English
7/19/2017|Buzzfeed|Tariq al-Shammari|Perpetual Suppression Of Saudi Women|https://www.buzzfeed.com/tariqalshammari/perpetual-suppression-of-saudi-women-32ru4|https://archive.is/JxDdN|English
7/19/2017|China Daily Blog|Tariq al-Shammari|Perpetual Suppression of Saudi Women|http://blog.chinadaily.com.cn/home.php?mod=space&uid=2555474&do=blog&id=38848|https://archive.is/9Q9My|English
7/19/2017|WN|Tariq al-Shammari|Perpetual Suppression Of Saudi Women|https://article.wn.com/view/2017/07/19/Perpetual_Suppression_Of_Saudi_Women/|https://archive.is/vQcJi|English
7/25/2017|Medium - Personal|Marcelle Geroux|US House of Representatives listed some Middle East’s terrorist parties|https://medium.com/@m.g.soasuni/the-guardian-reports-e9a0644847f0|https://archive.is/TzFsu|English
7/26/2017|Medium - Personal|Marcelle Geroux|The Arabic Sputnik reports:Disclosure of the last correspondence of Mohammed bin Nayef with King Salman|https://medium.com/@m.g.soasuni/the-arabic-sputnik-reports-ad8c641b735b|https://archive.is/IxBcQ|English
7/27/2017|OpEdNews|Tariq al-Shammari|Donald Trump and Mohammed bin Salman; Puppets of Mohammed bin Zayed|https://www.opednews.com/articles/Donald-Trump-and-Mohammed-by-Tariq-AlShammari-170727-31.html|https://archive.is/TI3cz|English
7/27/2017|OpEdNews|Tariq al-Shammari|Disclosure of the last correspondence of Mohammed bin Nayef with King Salman|https://www.opednews.com/Quicklink/Disclosure-of-the-last-cor-by-Tariq-AlShammari-King-Abdullah-170727-308.html|https://archive.is/jjIcn|English
7/30/2017|Medium - Personal|Marcelle Geroux|Women’s rights in Saudi Arabia? There’s an app for that|https://medium.com/@m.g.soasuni/womens-rights-in-saudi-arabia-there-s-an-app-for-that-f00861ec0bef|https://archive.is/sBnJp|English
7/30/2017|OpEdNews|Marcelle Geroux|The Middle East Future: US, Saudi Arabia and ISIS, Three Key Players: Proposing a Peace Plan|https://www.opednews.com/articles/The-Middle-East-Future-US-by-Marcelle-Geroux-Isis-Recruitment_Military-170730-869.html|https://archive.is/AFhsn|English
7/31/2017|Buzzfeed|Tariq al-Shammari|The $600 Million Investment Of Aliyev's Family Members In Israel|https://www.buzzfeed.com/tariqalshammari/the-600-million-investment-of-aliyevs-family-mem-32ru4|https://archive.is/j2MB4|English
7/31/2017|WN|Tariq al-Shammari|The $600 Million Investment of Aliyev's Family Members in Israel|https://article.wn.com/view/2017/07/31/The_600_Million_Investment_of_Aliyevs_Family_Members_in_Isra/|https://webcache.googleusercontent.com/search?q=cache:https://article.wn.com/view/2017/07/31/The_600_Million_Investment_of_Aliyevs_Family_Members_in_Isra/&num=1&strip=0&vwsrc=0|English
8/1/2017|Medium - Personal|Marcelle Geroux|The Azerbaijani President’s family make investment in Israel|https://medium.com/@m.g.soasuni/the-azerbaijani-presidents-family-make-investment-in-israel-8591ca6fbbd9|https://archive.is/yRlNz|English
8/10/2017|Medium - Personal|Marcelle Geroux|Marine Le Pen: Why should Saudi Arabia host G-20?|https://medium.com/@m.g.soasuni/marion-le-pen-why-saudi-arabia-to-host-g-20-268bd9ab0877|https://archive.is/tMwxJ|English
8/11/2017|OpEdNews|Marcelle Geroux|Marine Le Pen: Why should Saudi Arabia host G-20?|https://www.opednews.com/articles/Marion-Le-Pen-Why-Saudi-A-by-Marcelle-Geroux-Agreement_France_G-20-170811-197.html|https://archive.is/baqQE|English
8/13/2017|WN|Tariq al-Shammari|Dubai and Gwadar; The Silent Economic War in the Gulf of Oman|http://u.wn.com/2017/08/13/Dubai_and_Gwadar_The_Silent_Economic_War_in_the_Gulf_of_Oman/|https://archive.is/aYCXz|English
8/14/2017|Open Democracy|Tariq al-Shammari|Dubai and Gwadar: the silent economic war in the Gulf of Oman|https://www.opendemocracy.net/north-africa-west-asia/tariq-al-shammari/dubai-and-gwadar-silent-economic-war-in-gulf-of-oman|https://archive.is/GSCwN|English
8/14/2017|The Global Dispatches|Tariq al-Shammari|Dubai and Gwadar: economic war in the Gulf of Oman|http://www.theglobaldispatches.com/articles/dubai-and-gwadar|https://archive.is/ARicc|English
8/15/2017|Medium - Personal|Marcelle Geroux|bin Salman intends to appoint his brother as Saudi FM |https://medium.com/@m.g.soasuni/bin-salman-intends-to-appoint-his-brother-as-saudi-fm-ab1755d17d60|https://archive.is/3nuIW|English
8/15/2017|Qurius|Tariq al-Shammari|Dubai and Gwadar: the silent economic war in the Gulf of Oman|https://qrius.com/the-silent-economic-war-gulf-oman/|https://archive.is/Rixx1|English
8/18/2017|Fair Observer|Tariq al-Shammari|The Plot Thickens in the Middle East|https://www.fairobserver.com/region/north_america/gcc-gulf-arab-world-news-uae-saudi-arabia-trump-news-97810/|https://archive.is/W7ZPU|English
8/19/2017|Qurius|Tariq al-Shammari|Donald Trump and Mohammed bin Salman play the game of Mohammed bin Zayed|https://qrius.com/donald-trump-mohammed-bin-salman-play-game-mohammed-bin-zayed/|https://archive.is/0IXc4|English
8/19/2017|WN|Tariq al-Shammari|The End of Dubai in Ten Years; The Silent Economic War in the Gulf of Oman|https://article.wn.com/view/2017/08/19/the_end_of_dubai_in_ten_years/|https://archive.is/C8ugi|English
8/20/2017|Medium - Personal|Marcelle Geroux|A War of Monkeys, Every man fights for himself|https://medium.com/@m.g.soasuni/a-war-of-monkeys-every-man-fights-for-himself-3472edad07ec|https://archive.is/rz3qu|English
8/22/2017|Modern Ghana|Brian H. Hayden|Will Islamabad Still Remain In Riyadh's Colony?|https://www.modernghana.com/news/797054/will-islamabad-still-remain-in-riyadhs-colony.html|https://archive.is/cry9Y|English
8/22/2017|OpEdNews|Marcelle Geroux|A War of Monkeys, Every Man Fights for Himself|https://www.opednews.com/articles/A-War-of-Monkeys-Every-Ma-by-Marcelle-Geroux-Conflict_Other_Regional-170822-799.html|https://archive.is/5W7Nb|English
8/22/2017|WN|Tariq al-Shammari|Hotel In Mecca, Saudi Arabia Evacuated After Fire|http://u.wn.com/2017/08/22/Hotel_In_Mecca_Saudi_Arabia_Evacuated_After_Fire/|https://archive.is/GEBJj|English
8/22/2017|WN|Tariq al-Shammari|Saudi gamble on Hamas could pay off, or enrich rival Iran|http://u.wn.com/2017/08/22/Saudi_gamble_on_Hamas_could_pay_off_or_enrich_rival_Iran/|https://archive.is/4ypCG|English
8/26/2017|Global Research|Brian H. Hayden|Will Pakistan Still Remain in Riyadh’s Colony? The Removal of Nawaz Sharif|https://www.globalresearch.ca/will-pakistan-still-remain-in-riyadhs-colony-the-removal-of-nawaz-sharif/5605821|https://archive.is/8poUP|English
8/26/2017|WN|Tariq al-Shammari|Saudi Arabia is top rights violator since blockade|http://u.wn.com/2017/08/26/Saudi_Arabia_is_top_rights_violator_since_blockade/|https://web.archive.org/web/20170920150652/http://u.wn.com/2017/08/26/Saudi_Arabia_is_top_rights_violator_since_blockade/|English
8/26/2017|WN|Tariq al-Shammari|The Slaughter of Children in Yemen|http://u.wn.com/2017/08/26/The_Slaughter_of_Children_in_Yemen/|https://web.archive.org/web/20170920150132/http://u.wn.com/2017/08/26/The_Slaughter_of_Children_in_Yemen/|English
8/27/2017|WN|Tariq al-Shammari|Saudi Arabia calls deadly strike on Yemeni civilians a 'mistake'|http://u.wn.com/2017/08/27/Saudi_Arabia_calls_deadly_strike_on_Yemeni_civilians_a_mista/|https://archive.is/yIK2E|English
8/29/2017|WN|Tariq al-Shammari|Closer Ties: China And Saudi Arabia Sign $70 Billion in New Deals|http://u.wn.com/2017/08/29/Closer_Ties_China_And_Saudi_Arabia_Sign_70_Billion_in_New_De/|https://web.archive.org/web/20170920151238/http://u.wn.com/2017/08/29/Closer_Ties_China_And_Saudi_Arabia_Sign_70_Billion_in_New_De/|English
8/29/2017|WN|Tariq al-Shammari|Saudi Arabia admits Yemen air strike that killed 6 children was a ‘mistake’|http://u.wn.com/2017/08/29/Saudi_Arabia_admits_Yemen_air_strike_that_killed_6_children_/|https://web.archive.org/web/20170920151652/http://u.wn.com/2017/08/29/Saudi_Arabia_admits_Yemen_air_strike_that_killed_6_children_/|English
8/30/2017|WN|Tariq al-Shammari|Saudis Direct Role in Nawaz Sharif Dismissal, Leaked Letter Revealed|http://u.wn.com/2017/08/30/saudis_direct_role_in_nawaz_sharif_dismissal/|https://archive.is/UASN7|English
9/2/2017|WN|Tariq al-Shammari|The Photos the U.S. and Saudi Arabia Don’t Want You to See|http://u.wn.com/2017/09/02/The_Photos_the_US_and_Saudi_Arabia_Don_t_Want_You_to_See/|https://web.archive.org/web/20170920153341/http://u.wn.com/2017/09/02/The_Photos_the_US_and_Saudi_Arabia_Don_t_Want_You_to_See/|English
9/4/2017|Modern Ghana|Brian H. Hayden|Christine Lagarde: NSA is completely conversant with all assets of the authorities and banking systems of the GCC|https://www.modernghana.com/news/800236/christine-lagarde-nsa-is-completely-conversant-with-all-ass.html|https://archive.is/ggZPL|English
9/4/2017|WN|Tariq al-Shammari|Muslims at haj are worried about Trump's policies towards them|http://u.wn.com/2017/09/04/Muslims_at_haj_are_worried_about_Trumps_policies_towards_the_2/|https://web.archive.org/web/20170920153521/http://u.wn.com/2017/09/04/Muslims_at_haj_are_worried_about_Trumps_policies_towards_the_2/|English
9/10/2017|WN|Tariq al-Shammari|Christine Lagarde: NSA has comprehensive information about the financial affairs of the GCC authorities|http://u.wn.com/2017/09/10/nsa_and_the_financial_affairs_of_the_gcc_authorities/|https://archive.is/qJnpN|English
9/11/2017|Modern Ghana|Brian H. Hayden|The Differences Between Saudi Arabia And the UAE from an Ideological Viewpoint|https://www.modernghana.com/news/801883/the-differences-between-saudi-arabia-and-the-uae-from-an-ide.html|https://archive.is/dEtro|English
9/11/2017|WN|Tariq al-Shammari|Ex-Pentagon Chief claims Erdogan is on the verge of collapse|http://u.wn.com/2017/09/11/ExPentagon_Chief_claims_Erdogan_is_on_the_verge_of_collapse/|https://archive.is/GsfrD|English
9/11/2017|WN|Tariq al-Shammari|Financial support of the UAE for hacking Qatari news agency (QANA)|http://u.wn.com/2017/09/11/financial_support_of_the_uae_for_hacking_qatari_news_agency/|https://web.archive.org/web/20170920160021/http://u.wn.com/2017/09/11/financial_support_of_the_uae_for_hacking_qatari_news_agency/|English
